Lot.Area,Lot.Shape,Total.Bsmt.SF,Gr.Liv.Area,has.Fireplace,SalePrice,Bldg.Type.simple,Year.Built,Full.Bath,Bedroom.AbvGr,Garage.Area,has.Pool
"[  7440, 11560)",Reg,"[ 990,6110]",1710,1,334000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1488,1,133000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",2093,1,215000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1688,1,226500,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1422,1,175500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1260,0,181900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2064,1,235000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1782,1,220000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2872,1,272000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1211,1,161000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1126,0,175000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",2044,1,185000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1308,0,146900,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2840,1,292500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1523,1,180000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1444,1,159900,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1964,1,205000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1178,1,157000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2340,1,306000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1792,0,133000,2Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1054,0,151000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",936,0,111900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,123000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",864,0,111250,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1337,0,181000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,103400,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,100000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,100500,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,106000,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,85400,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,89500,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1302,0,111750,Twnhs,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1069,0,140000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1456,0,143000,Twnhs,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1055,0,148500,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",892,0,110000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1932,1,394617,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2332,1,426000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2084,1,385000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2713,1,446261,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1582,0,317500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1710,1,372402,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2464,1,417500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1950,1,383000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2748,1,390000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2790,1,460000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2331,1,379000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",2088,1,250000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2332,1,316000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2470,1,615000,1Fam,"[1973,2010]",1,1,"[ 480,1488]",1
"[ 11560,215245]",IR1,"[ 990,6110]",2668,1,412500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2046,1,284000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1575,1,284000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2649,1,421250,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2690,1,370000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1866,1,336860,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1702,1,367294,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR3,"[ 990,6110]",1367,1,192000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1518,1,274000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1684,1,266000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1800,1,370967,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1342,1,234250,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1342,1,219500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1626,0,155000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1626,0,154000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1358,1,207000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1455,1,195000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1576,1,219990,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1504,1,191000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1266,1,159895,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1246,1,187687,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1515,1,179000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",1593,1,193000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1166,0,190000,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1456,0,176000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1720,1,188000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1986,1,213000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1358,1,217300,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1792,1,186500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1892,1,226750,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1490,1,184000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1414,1,176000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2322,1,225000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1651,1,185900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2199,1,284500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2630,1,315000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2198,1,250000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2172,1,291000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2006,1,350000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2125,1,279500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2501,1,290000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2113,1,350000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2418,1,341000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2197,1,287500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2127,1,271000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1987,1,301500,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1580,0,235128,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1933,1,214000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1574,1,232000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1578,1,240000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1506,1,264132,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1563,1,245000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1428,0,227680,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1861,1,257000,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1874,1,297900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1460,1,247000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1372,0,212700,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1372,0,250580,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1428,0,182000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1768,0,226700,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1992,1,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1958,1,250000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2078,1,339750,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1665,0,205950,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1660,1,256000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1218,0,230348,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1728,0,207500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1080,0,141000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1696,0,188000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1663,0,192500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1175,0,146000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1114,0,159000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1114,0,155000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1640,0,173000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1162,0,170000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1609,0,182000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1680,0,163000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1679,1,193500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[   0, 990)",1657,0,189000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1677,0,190500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1737,0,175000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1294,0,179200,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1710,0,187000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1617,1,193000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1199,0,153900,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",984,1,128000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR2,"[   0, 990)",912,0,144000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,1,135000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",890,0,115000,2Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",864,0,119916,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",912,0,142000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1430,1,192000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1641,1,140000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",2683,1,290000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2786,1,372500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  1300,  7440)",IR2,"[ 990,6110]",1391,0,196000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",1250,0,171900,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1245,0,178000,Twnhs,"[1973,2010]",2,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1200,0,165000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1392,0,146000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1392,0,146000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1501,0,179400,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1549,0,172900,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1638,1,300000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1310,1,285000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1419,1,290000,Twnhs,"[1973,2010]",1,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1557,1,305000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1709,1,328900,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1252,0,160000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1404,0,170000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1789,1,223000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1586,0,170000,Twnhs,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1607,0,200000,Twnhs,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[   0, 990)",2393,1,345000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",1288,1,245500,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",IR2,"[ 990,6110]",1239,1,217500,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1719,1,324000,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1232,0,162500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2944,1,150000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1671,1,290000,1Fam,"[1973,2010]",3,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1812,1,205000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1682,1,174000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1427,0,183000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1740,1,150000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1258,0,145000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1620,1,215000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1625,0,140500,2Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2614,1,240000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1464,0,141000,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",912,0,147000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",925,0,135000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1728,0,145000,2Fam,"[1872,1973)",2,6,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1728,0,142600,2Fam,"[1872,1973)",2,6,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1656,0,135000,2Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1670,0,170000,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",2715,1,299800,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1876,1,185000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1632,0,173000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",999,0,178400,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1978,1,176000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1014,0,98000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",907,0,109008,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",952,0,135750,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1128,0,155000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1425,1,180500,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1165,0,174900,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1136,1,140000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1092,0,145000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1265,1,179900,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1350,0,168500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1114,0,140000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1053,0,145500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1252,0,142000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1100,1,141000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1118,0,153000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",720,0,72500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",729,0,52000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1077,1,118000,2Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",906,0,87000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1496,0,141500,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1252,0,119000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1337,1,141500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1661,1,165500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1036,0,112900,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[   0, 990)",1820,1,201800,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1362,1,163000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1144,0,139950,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1537,1,174000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1431,1,165000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1988,1,227000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1098,0,135000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1144,0,124000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
